EPA REGISTRATION NUMBER,PRODUCT NAME,RESTRICTED USE,COMPANY CODE,COMPANY NAME,PRODUCT TYPE,PC_NAME,PC_PCT
279-3389,Cb-405 Fogger,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",MGK 264 / Piperonyl butoxide / Pyrethrins / Esfenvalerate,"0.167, 0.1, 0.05, 0.1"
279-3390,Country Vet Roach Embargo With Growth Inhibitor,N,279,FMC CORPORATION ,INSECTICIDE,Esfenvalerate / Prallethrin / Pyriproxyfen,"0.1, 0.04, 0.6"
279-3391,Cb-38 Insecticide,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE, REPELLENT OR FEEDING DEPRESSANT",Piperonyl butoxide / Pyrethrins,"2.4, 0.3"
279-3393,Cb-80 For Insect Control,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE, REPELLENT OR FEEDING DEPRESSANT",Piperonyl butoxide / Pyrethrins,"4, 0.5"
279-3394,Cb-540 Fogger,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",MGK 264 / Piperonyl butoxide / Pyrethrins,"0.96, 1, 0.5"
279-3396,Cb-123-3 For Insect Control,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE, REPELLENT OR FEEDING DEPRESSANT",MGK 264 / Piperonyl butoxide / Pyrethrins,"3, 2, 1"
279-3397,Cb-40 Pco For Insect Kill,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE, REPELLENT OR FEEDING DEPRESSANT",MGK 264 / Piperonyl butoxide / Pyrethrins,"1, 1, 0.5"
279-3398,Drax Roach Assualt Swt,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Boric acid,50
279-3399,Drax Liquid Ant Killer II Swt,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Boric acid,1
279-3400,Drax Granular Bait With Boric Acid & Nylar,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Boric acid / Pyriproxyfen,"1, 0.25"
279-3401,"Wasp, Hornet And Yellowjacket Killer",N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Piperonyl butoxide / Tetramethrin / Permethrin,"0.5, 0.1, 0.25"
279-3402,Drax Bait Station,N,279,FMC CORPORATION ,INSECTICIDE,Boric acid,5
279-3403,Drax - Pf Bait Station,N,279,FMC CORPORATION ,INSECTICIDE,Boric acid,5
279-3405,Fmc Glyphosate Technical,N,279,FMC CORPORATION ,"HERBICIDE TERRESTRIAL, HERBICIDE AQUATIC",Glyphosate,98.5
279-3406,Glyphosate 62% Isopropylamine Salt (Ipa),N,279,FMC CORPORATION ,HERBICIDE,Glyphosate-isopropylammonium,62
279-3407,F7214 Granule Concentrate Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Quinclorac / Sulfentrazone,"56.25, 18.75"
279-3408,Echelon 0.375% Granular Herbicide On Fertilizer,N,279,FMC CORPORATION ,HERBICIDE,Prodiamine / Sulfentrazone,"0.25, 0.125"
279-3409,F7436-13 Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Clomazone / Quinclorac,"13.2, 13.2"
279-3411,F9009-1 Wdg Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Metsulfuron / Sulfentrazone,"6, 60"
279-3412,F6482-2 Turf And IVM Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Metribuzin / Sulfentrazone,"27, 18"
279-3413,F9016 Df Herbicide,N,279,FMC CORPORATION ,"HERBICIDE, HERBICIDE TERRESTRIAL",Chlorimuron / Sulfentrazone,"7.78, 62.22"
279-3414,F9001-1 Sc Herbicide,N,279,FMC CORPORATION ,"HERBICIDE, HERBICIDE TERRESTRIAL",Dithiopyr / Sulfentrazone,"22.26, 16.74"
279-3415,F9001 Mup,N,279,FMC CORPORATION ,"HERBICIDE, HERBICIDE TERRESTRIAL",Dithiopyr / Sulfentrazone,"28.54, 21.46"
279-3416,F9001-2 0.9 G Herbicide,N,279,FMC CORPORATION ,"HERBICIDE, HERBICIDE TERRESTRIAL",Dithiopyr / Sulfentrazone,"0.514, 0.386"
279-3417,F9001-2 0.3 G Herbicide On Fertilizer,N,279,FMC CORPORATION ,"FERTILIZER, HERBICIDE, HERBICIDE TERRESTRIAL",Dithiopyr / Sulfentrazone,"0.171, 0.129"
279-3418,F9001-2 0.9 G Herbicide On Fertilizer,N,279,FMC CORPORATION ,"FERTILIZER, HERBICIDE, HERBICIDE TERRESTRIAL",Dithiopyr / Sulfentrazone,"0.515, 0.385"
279-3419,F7275 70 Wg Herbicide,N,279,FMC CORPORATION ,"HERBICIDE, HERBICIDE TERRESTRIAL",Carfentrazone-ethyl / Quinclorac,"3.9, 66.1"
279-3420,F9001-2 0.3 G Herbicide,N,279,FMC CORPORATION ,"HERBICIDE, HERBICIDE TERRESTRIAL",Dithiopyr / Sulfentrazone,"0.1714, 0.129"
279-3421,F9001-2 0.3 G Herbicide Home Owner Product,N,279,FMC CORPORATION ,HERBICIDE,Dithiopyr / Sulfentrazone,"0.171, 0.129"
279-3422,F9001-2 0.3 G Herbicide On Fertilizer Homeowner Product,N,279,FMC CORPORATION ,"FERTILIZER, HERBICIDE, HERBICIDE TERRESTRIAL",Dithiopyr / Sulfentrazone,"0.171, 0.129"
279-3423,F9001-2 0.9 G Herbicide Homeowner Product,N,279,FMC CORPORATION ,HERBICIDE,Dithiopyr / Sulfentrazone,"0.514, 0.386"
279-3424,F9001-2 0.9 G Herbicide On Fertilizer Homeowner Product,N,279,FMC CORPORATION ,"FERTILIZER, HERBICIDE, HERBICIDE TERRESTRIAL",Dithiopyr / Sulfentrazone,"0.515, 0.386"
279-3425,Cb Pyrethrin/Permethrin Spray (F9144),N,279,FMC CORPORATION ,INSECTICIDE,MGK 264 / Pyrethrins / Permethrin / Pyriproxyfen,"0.25, 0.05, 0.2, 0.02"
279-3426,F9114 Ec Insecticide,Y,279,FMC CORPORATION ,INSECTICIDE,Zeta-Cypermethrin,9.15
279-3427,F6875-5 0.4Sc Rts Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Prodiamine / Sulfentrazone,"2.73, 1.36"
279-3428,Etoc Flying And Crawling Insect Killer (F9146-1),N,279,FMC CORPORATION ,INSECTICIDE,MGK 264 / Piperonyl butoxide / Prallethrin,"1, 0.6, 0.2"
279-3437,F7220-3 Herbicide Concentrate,N,279,FMC CORPORATION ,HERBICIDE,Sulfentrazone,1.4
279-3438,F9021-2 Se Cal Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Sulfentrazone,22
279-3439,F9021-2 Se Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Sulfentrazone,22
279-3440,F9210-1 Insecticide,Y,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin / Zeta-Cypermethrin / Imidacloprid,"7.87, 2.7, 13.83"
279-3441,F9318,Y,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Abamectin / Zeta-Cypermethrin,"0.91, 2.01"
279-3442,F7583-3 Herbicide,N,279,FMC CORPORATION ,HERBICIDE,S-Metolachlor / Sulfentrazone,"68.25, 7.55"
279-3443,D-Foam Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Deltamethrin,0.06
279-3445,Talstar 0.096 Granular Insecticide With Fertilizer,Y,279,FMC CORPORATION ,"FERTILIZER, INSECTICIDE",Bifenthrin,0.096
279-3446,Zeta-Cypermethrin/Bifenthrin Sfr Mup,N,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin / Zeta-Cypermethrin,"13, 3.25"
279-3447,Purge I Metered Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Piperonyl butoxide / Pyrethrins,"5, 1.76"
279-3448,Talstarguard Tmb Termite Moisture Barrier,N,279,FMC CORPORATION ,TERMITICIDE,Bifenthrin,0.1
279-3450,F9310-6 Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Pyroxasulfone / Fluthiacet-methyl,"22.61, 0.69"
279-3451,Talstarguard Gt Granular Termiticide,N,279,FMC CORPORATION ,TERMITICIDE,Bifenthrin,0.1
279-3452,Sulfentrazone Ca Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Sulfentrazone,39.6
279-3453,Talstarguard Collars,N,279,FMC CORPORATION ,TERMITICIDE,Bifenthrin,0.1
279-3454,F9007 35 Wg Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Metsulfuron / Carfentrazone-ethyl,"15, 20"
279-3455,F9324-9,N,279,FMC CORPORATION ,HERBICIDE,Fluthiacet-methyl / Fomesafen,"1.2, 30.08"
279-3456,Triple Crown T&O Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin / Zeta-Cypermethrin / Imidacloprid,"7.87, 2.7, 13.83"
279-3457,Triple Crown Golf Insecticide,Y,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin / Zeta-Cypermethrin / Imidacloprid,"7.87, 2.7, 13.83"
279-3458,Spartan Charge Cal,N,279,FMC CORPORATION ,HERBICIDE,Carfentrazone-ethyl / Sulfentrazone,"3.53, 31.77"
279-3459,Brigadier Hpg Insecticide,Y,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin / Imidacloprid,"11.3, 11.3"
279-3460,Clomazone Technical 99.2%,N,279,FMC CORPORATION ,HERBICIDE,Clomazone,99.2
279-3461,F9387-1 Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Fluthiacet-methyl / Mesotrione,"2.2, 38.52"
279-3462,F7214 3.2 Rts Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Quinclorac / Sulfentrazone,"2.42, 0.81"
279-3463,F7214 6.6 Rts Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Quinclorac / Sulfentrazone,"5, 1.6"
279-3464,F9312-3,N,279,FMC CORPORATION ,HERBICIDE,Pyroxasulfone / Carfentrazone-ethyl,"37.1, 2.65"
279-3467,F9390-3 Insecticide,Y,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin,17.68
279-3468,F9310-7,N,279,FMC CORPORATION ,HERBICIDE,Pyroxasulfone / Fluthiacet-methyl,"45.22, 1.38"
279-3469,F7214 6.6 Ca Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Quinclorac / Sulfentrazone,"5, 1.6"
279-3470,F7214 6.6 Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Quinclorac / Sulfentrazone,"5, 1.6"
279-3471,F9070-1 Herbicide,N,279,FMC CORPORATION ,"HERBICIDE, DEFOLIANT, DESICCANT",Carfentrazone-ethyl,21.3
279-3472,Ep152 Ew Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Zeta-Cypermethrin,0.35
279-3473,F4120-1,N,279,FMC CORPORATION ,"FUNGICIDE, INSECTICIDE",Bacillus amyloliquefaciens strain D747 / Bifenthrin,"5, 15.67"
279-3478,F5555-1 Insecticide/Fungicide,Y,279,FMC CORPORATION ,nan,Pyraclostrobin / Bifenthrin,"7.2, 14.4"
279-3539,Fyfanon Ulv Mosquito,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Malathion  (NO INERT USE),96.5
279-3540,Fyfanon Ulv Ag,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Malathion  (NO INERT USE),96.5
279-3541,Dimethoate 4E,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Dimethoate,44.74
279-3542,Glyfos Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,41
279-3543,Glyfos Ready-To-Use 0.96% Weed & Grass Killer,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,0.96
279-3544,Glyfos Muc 62%,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,62
279-3545,Glyfos Concentrate 27% Weed & Grass Killer,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,27
279-3546,Glyfos II Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,41
279-3547,Glyfos Pro Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,41
279-3548,Glyfos Custom Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,53.8
279-3549,Glyfos Ready-To-Use 2% Weed And Grass Killer,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,2
279-3550,Glyfos Xtramax,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,50.2
279-3552,Accurate Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Metsulfuron,60
279-3557,Topguard Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Flutriafol,11.8
279-3558,Accurate Extra Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Metsulfuron / Thifensulfuron / Tribenuron-methyl,"15, 37.5, 18.75"
279-3560,Nimble Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Thifensulfuron / Tribenuron-methyl,"50, 25"
279-3563,Report Extra Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Chlorsulfuron / Metsulfuron,"62.5, 12.5"
279-3565,Edition Broadspec Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Thifensulfuron / Tribenuron-methyl,"25, 25"
279-3566,Edition Tank MIX Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Thifensulfuron / Tribenuron-methyl,"40, 10"
279-3567,Couraze 2F Insecticide,N,279,FMC CORPORATION ,"NEMATICIDE, INSECTICIDE",Imidacloprid,21.4
279-3568,Dawn Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Sodium salt of fomesafen,22.8
279-3569,Rhythm Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Sodium salt of fomesafen,22.1
279-3571,Declare,Y,279,FMC CORPORATION ,INSECTICIDE,gamma-Cyhalothrin,14.4
279-3572,Couraze 4F,N,279,FMC CORPORATION ,INSECTICIDE,Imidacloprid,40.1
279-3575,Gamma-Cyhalothrin Manufacturing Use Concentrate,N,279,FMC CORPORATION ,INSECTICIDE,gamma-Cyhalothrin,50
279-3576,Solida Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Rimsulfuron,25
279-3579,Bombard Herbicide,N,279,FMC CORPORATION ,"HERBICIDE, HERBICIDE AQUATIC",Clomazone,5
279-3583,Proaxis,Y,279,FMC CORPORATION ,INSECTICIDE,gamma-Cyhalothrin,5.9
279-3584,Proaxis Gpc,N,279,FMC CORPORATION ,INSECTICIDE,gamma-Cyhalothrin,5.9
279-3585,Couraze 4 Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Imidacloprid,40.4
279-3586,Dimethoate 400,N,279,FMC CORPORATION ,INSECTICIDE,Dimethoate,36.1
279-3587,Cheminova Malathion 57% Low Voc,N,279,FMC CORPORATION ,INSECTICIDE,Malathion  (NO INERT USE),57
279-3588,Flutriafol 250 G/L Sc,N,279,FMC CORPORATION ,FUNGICIDE,Flutriafol,22.7
279-3589,Crusher Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Thifensulfuron / Rimsulfuron,"25, 25"
279-3590,Gamma-Cyhalothrin Manufacturing Use Concentrate,N,279,FMC CORPORATION ,INSECTICIDE,gamma-Cyhalothrin,55
279-3592,Azoxystrobin 250 G/L Sc,N,279,FMC CORPORATION ,FUNGICIDE,Azoxystrobin,22.8
279-3594,Flutriafol 500 G/L Sc,N,279,FMC CORPORATION ,FUNGICIDE,Flutriafol,42
279-3595,Dimethoate 480 G/L,N,279,FMC CORPORATION ,INSECTICIDE,Dimethoate,44.5
279-3596,Azoxystrobin 296 G/L + Flutriafol 218 G/L Sc,N,279,FMC CORPORATION ,INSECTICIDE,Azoxystrobin / Flutriafol,"25.3, 18.63"
279-3597,Azoxystrobin 141.4 G/L & Propiconazole 122.2 G/L Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Propiconazole / Azoxystrobin,"11.39, 13.18"
279-3599,Cha 1525-03,Y,279,FMC CORPORATION ,INSECTICIDE,gamma-Cyhalothrin,5.98
279-3600,Cha 1550-03,Y,279,FMC CORPORATION ,INSECTICIDE,gamma-Cyhalothrin,14.56
279-3601,F9314-3 Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Pyroxasulfone / Sulfentrazone,"20.66, 20.66"
279-3602,F9652-1 Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Iprodione / Bixafen,"36.85, 5.99"
279-3603,F9654-1 Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Bixafen / Flutriafol,"15.55, 26.47"
279-3604,F9653-1 Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Bixafen / Azoxystrobin,"21.6, 21.6"
279-3605,F9651-2 Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Bixafen / Tebuconazole,"14.03, 29.83"
279-3606,Bixafen (F9650) Technical,N,279,FMC CORPORATION ,FUNGICIDE,Bixafen,99.15
279-3607,Fyfanon 57% Ec,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Malathion  (NO INERT USE),57
279-3608,Glyfos Concentrate 18% Weed & Grass Killer,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,18
279-3609,Glyfos Ready-To-Use 1.92% Weed & Grass Killer,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,1.92
279-3610,Glyfos Concentrate 41% Weed & Grass Killer,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,41
279-3611,Glyfos Concentrate 25% Weed And Grass Killer,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Glyphosate-isopropylammonium,25
279-3612,Proaxis Premise Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,gamma-Cyhalothrin,5.9
279-3613,F5555-2 Mup,N,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin,19
279-3614,Talstar Hp 0.115% Granular Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin,0.115
279-3616,Bacillus Licheniformis Strain Fmch001 Technical,N,279,FMC CORPORATION ,FUNGICIDE AND NEMATICIDE,Bacillus licheniformis strain FMCH001,100
279-3617,Bacillus Subtilis Strain Fmch002 Technical,N,279,FMC CORPORATION ,FUNGICIDE AND NEMATICIDE,Bacillus subtilis strain FMCH002,100
279-3618,F4018-4,N,279,FMC CORPORATION ,FUNGICIDE AND NEMATICIDE,Bacillus licheniformis strain FMCH001 / Bacillus subtilis strain FMCH002,"3.5, 4"
279-3619,F4022-1,Y,279,FMC CORPORATION ,"FUNGICIDE, INSECTICIDE",Bacillus licheniformis strain FMCH001 / Bifenthrin,"1, 16.3"
279-3620,Preemptor Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Fluoxastrobin / Flutriafol,"14.84, 19.3"
279-3621,Xonerate 2Sc Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Amicarbazone,23.25
279-3622,Fyfanon Ew Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Malathion  (NO INERT USE),40.9
279-3623,F4260-1 Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Tetraniliprole,18.18
279-3625,F4260-7 Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Tetraniliprole,19.75
279-3626,F6570 Mup Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Zeta-Cypermethrin,0.35
279-3627,F4044-2,N,279,FMC CORPORATION ,HERBICIDE,Pethoxamid,46.88
279-3628,F4044-2 T&O,N,279,FMC CORPORATION ,HERBICIDE,Pethoxamid,46.88
279-3629,Pethoxamid Technical,N,279,FMC CORPORATION ,HERBICIDE,Pethoxamid,97.3
279-3630,F9177-2 Wg,N,279,FMC CORPORATION ,FUNGICIDE,Chlorothalonil / Valifenalate,"65, 10"
279-3631,Valifenalate Technical,N,279,FMC CORPORATION ,nan,Valifenalate,98.4
279-3632,F4120-2,Y,279,FMC CORPORATION ,"FUNGICIDE, INSECTICIDE",Bacillus amyloliquefaciens strain D747 / Bifenthrin,"5.5, 15.67"
279-3633,F6123-1 Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Flutriafol,11.8
279-3634,F4291-1 Sc Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Fluoxastrobin,40.3
279-3635,F7180-13 Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Acetamiprid,4.4
279-3636,F6130-V Granular Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin / Zeta-Cypermethrin,"0.115, 0.029"
279-3637,F9944-74,N,279,FMC CORPORATION ,FUNGICIDE,Fluindapyr,42.4
279-3638,F9990,N,279,FMC CORPORATION ,FUNGICIDE,Fluindapyr,98
279-3639,F9944-74 T&O Sc Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Fluindapyr,42.4
279-3640,F4406-1,N,279,FMC CORPORATION ,FUNGICIDE,Flutriafol / Fluindapyr,"20.9, 20.9"
279-3641,F4406-1 T&O Sc Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Flutriafol / Fluindapyr,"20.9, 20.9"
279-3642,F4412-1,N,279,FMC CORPORATION ,FUNGICIDE,Azoxystrobin / Flutriafol / Fluindapyr,"15.7, 15.7, 10.5"
279-3643,F4413-1,N,279,FMC CORPORATION ,FUNGICIDE,Flutriafol / Fluindapyr,"26.2, 15.7"
279-4269,Biflex Nct Insecticide,Y,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin,23.4
279-9534,F6129 Ew Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin / Zeta-Cypermethrin,"0.05, 0.0125"
279-9535,F6141 Ew Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin / Zeta-Cypermethrin,"0.3, 0.075"
279-9536,F9001-2 0.17 G Herbicide On Fertilizer,N,279,FMC CORPORATION ,"FERTILIZER, HERBICIDE, HERBICIDE TERRESTRIAL",Dithiopyr / Sulfentrazone,"0.097, 0.073"
279-9537,F9001 - 2 0.17G Herbicide On Fert. (Hop),N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Dithiopyr / Sulfentrazone,"0.097, 0.073"
279-9538,F9001 - 2 0.45G Herbicide On Fert. (Hop),N,279,FMC CORPORATION ,nan,Dithiopyr / Sulfentrazone,"0.257, 0.194"
279-9539,F9001- 2 0.23 G Herbicide On Fertilizer Homeowner Product,N,279,FMC CORPORATION ,"FERTILIZER, HERBICIDE",Dithiopyr / Sulfentrazone,"0.131, 0.099"
279-9540,F9001-2 0.23 G Herbicide On Fertilizer,N,279,FMC CORPORATION ,"FERTILIZER, HERBICIDE, HERBICIDE TERRESTRIAL",Dithiopyr / Sulfentrazone,"0.131, 0.099"
279-9541,F9001- 2 0.45G Herbicide On Fertilizer,N,279,FMC CORPORATION ,HERBICIDE,Dithiopyr / Sulfentrazone,"0.255, 0.195"
279-9546,F6119 Turf And IVM Herbicide,N,279,FMC CORPORATION ,HERBICIDE,"2,4-D, 2-ethylhexyl ester / Carfentrazone-ethyl","65.52, 1.44"
279-9547,F6132 Gc Granular Insecticide,Y,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin / Zeta-Cypermethrin,"0.2, 0.05"
279-9548,F2700 Zeta-Cypermethrin Technical Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Zeta-Cypermethrin,38
279-9549,F8028-3 Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin,0.06
279-9550,Fluthiacet-Methyl Technical,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Fluthiacet-methyl,98
279-9551,F9007 Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Metsulfuron / Carfentrazone-ethyl,"15, 20"
279-9552,F6139-2 Insecticide,N,279,FMC CORPORATION ,INSECTICIDE,Bifenthrin / Zeta-Cypermethrin,"0.2, 0.05"
279-9554,Cb Insecticide With Deltamethrin,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Deltamethrin,0.06
279-9555,Cb Deltamethrin Cylinder Insecticide,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Deltamethrin,0.06
279-9557,Cb Deltamethrin Foam Insecticide,N,279,FMC CORPORATION ,"INSECTICIDE, TERMITICIDE",Deltamethrin,0.06
279-9558,F9328-1Ec,N,279,FMC CORPORATION ,HERBICIDE,Fluthiacet-methyl / Carfentrazone-ethyl,"4.75, 18.04"
279-9560,F9016-2 Df Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Chlorimuron / Sulfentrazone,"3.88, 62.12"
279-9561,F9016-2 Df Cal Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Chlorimuron / Sulfentrazone,"3.88, 62.12"
279-9562,Iprodione Technical,N,279,FMC CORPORATION ,FUNGICIDE,Iprodione,98
279-9564,Rovral 4 Flowable Fungicide,N,279,FMC CORPORATION ,FUNGICIDE,Iprodione,41.6
279-9568,Iprodione 50.0%,N,279,FMC CORPORATION ,FUNGICIDE,Iprodione,50
279-9571,Gat Lambda 9.7 Cs,N,279,FMC CORPORATION ,INSECTICIDE,lambda-Cyhalothrin,9.7
279-9573,Gat Permethrin 25 Cs,N,279,FMC CORPORATION ,INSECTICIDE,Permethrin,23.6
279-9575,Ally Xp Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Metsulfuron,60
279-9576,Finesse Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Chlorsulfuron / Metsulfuron,"62.5, 12.5"
279-9577,Harmony Gt Xp Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Thifensulfuron,75
279-9578,Express Xp Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Tribenuron-methyl,75
279-9579,Metsulfuron Methyl Technical Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Metsulfuron,97.7
279-9580,Dpx-L5300 Technical,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Tribenuron-methyl,97.3
279-9581,Chlorsulfuron Technical Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Chlorsulfuron,98
279-9582,Dpx-M6316 Technical Herbicide,N,279,FMC CORPORATION ,HERBICIDE,Thifensulfuron,98
279-9583,Harmony Extra Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Thifensulfuron / Tribenuron-methyl,"50, 25"
279-9584,Upbeet Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Triflusulfuron-methyl,50
279-9585,Triflusulfuron Methyl Technical,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Triflusulfuron-methyl,99
279-9586,Indoxacarb Technical,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Indoxacarb,52.7
279-9587,Avaunt Insecticide,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Indoxacarb,30
279-9588,Steward Insecticide,N,279,FMC CORPORATION ,"INSECTICIDE, MITICIDE",Indoxacarb,14.5
279-9589,Ally Extra Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Metsulfuron / Thifensulfuron / Tribenuron-methyl,"15, 37.5, 18.75"
279-9590,Harmony Extra Xp Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Thifensulfuron / Tribenuron-methyl,"50, 25"
279-9591,Her11 Herbicide,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Thifensulfuron / Tribenuron-methyl,"37.5, 37.5"
279-9592,Metsulfuron Methyl 60Df Mup,N,279,FMC CORPORATION ,HERBICIDE TERRESTRIAL,Metsulfuron,60
279-9593,Metsulfuron Methyl 20Sg,N,279,FMC CORPORATION ,HERBICIDE,Metsulfuron,20
